Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
0.24010125000071708,1000,,,,0.002389548615352202,14.067311529813546,0.049195252948862546,0,0,0.6920432918518511,0,,
0.23425100000044333,1100,,,,0.018780013769926145,14.043591178990411,0.28188429034279866,3518,0,3.958667607797956,0.004745576550554376,,
3.735100250000599,1200,,,,0.06285352831997087,13.993633019768875,0.7892114113251647,6529,0,11.043927812198756,0.005691687303876919,,
7.234050500000455,1300,,,,0.12862170083386226,13.898758678361213,1.723765271656799,9355,0,23.95821421769802,0.005368936450261359,,
10.76045050000064,1400,,,,0.21950774331682035,13.737169168989855,3.2751554390985014,12106,0,44.99138368258146,0.0048791872422096014,,
14.259500750000683,1500,,,,0.3161851908492802,13.522525681137612,5.2329520947244434,14394,0,70.76274290491759,0.004468257196991657,,
17.758500500000643,1600,,,,0.4060990064927979,13.269712159919157,7.363162479921722,16043,0,97.70707222574961,0.004156305546981545,,
21.26030075000059,1700,,,,0.5062650942127074,12.921676899910057,10.20798256958718,18071,0,131.90424555718886,0.003838133216360903,,
24.758551000000544,1800,,,,0.6065409822082322,12.514112765739796,13.40915502194172,19682,0,167.80369520002859,0.003614593707993309,,
28.25965125000053,1900,,,,0.699852648523039,12.028864608321996,17.00007680752706,21065,0,204.491632292255,0.0034224078492665878,,
31.758801250000623,2000,,,,0.7809828569249725,11.491819439138823,20.683395338025882,22164,0,237.68995060422804,0.0032857212015720743,,
35.25950100000054,2000,,,,0.7662236891828277,11.364297360518867,20.376437225591395,21847,0,231.56395362383756,0.0033089104269048404,,
38.759350750000685,1900,,,,0.6662542228289385,11.690623532092006,16.244550209298545,20343,0,189.90890506660463,0.0035082861097837093,,
42.25950050000075,1800,,,,0.5680120715644403,12.024894672147274,12.640617190679233,18891,0,152.0020807148061,0.003736876219538791,,
45.75885100000067,1700,,,,0.4701101616882221,12.334069643191615,9.547257202365575,17317,0,117.75653155333501,0.003992221618230058,,
49.259601750000414,1600,,,,0.3717118215722119,12.623888682712842,6.823844131814868,15371,0,86.14342747137181,0.004315051883830473,,
52.760651250000805,1500,,,,0.2907907627420922,12.844543922089235,4.889906855265382,13753,0,62.80866483317946,0.004629869162641872,,
56.260301000000446,1400,,,,0.2027085078029749,13.058544783534227,3.0639035693612753,11541,0,40.01014502065904,0.005066541036820406,,
59.75670050000066,1300,,,,0.12046980197506574,13.239902003084675,1.5988563694855416,8928,0,21.168718052469654,0.0056912588585068535,,
63.26040075000062,1200,,,,0.058934136856541475,13.365341494909767,0.7415742066672544,6261,0,9.911390873228234,0.00594645944561849,,
66.75910100000063,1100,,,,0.01877625350883231,13.455950605503023,0.2588202367669714,3372,0,3.4826766067223716,0.0053934767515632824,,
70.26875125000062,1000,,,,0.0036571934234514796,13.517014695602517,0.045827533873606614,0,0,0.6194512000448231,0,,
73.7849502500007,1000,,,,0.0047079986992932055,13.551881787356526,0.04328179032442102,0,0,0.5865531884657609,0,,
77.28370050000058,1100,,,,0.01846633197687275,13.55504205476232,0.2664401367654929,3404,0,3.61160655015527,0.005114836186470612,,
80.78445125000056,1200,,,,0.05912253905422181,13.525589377452633,0.7537374528846369,6330,0,10.19474706186717,0.0057993206417210575,,
84.28515125000067,1300,,,,0.12202648046297834,13.449372209182973,1.6487967690791578,9040,0,22.175287904792885,0.005503077929829337,,
87.78455150000062,1400,,,,0.20960001605668094,13.303418484911793,3.183488172345763,11808,0,42.35127309755923,0.0049492336052781825,,
91.2868007500004,1500,,,,0.3012223540520062,13.100584621806473,5.008701080334864,14005,0,65.6169031765195,0.004590631605526117,,
94.7842007500005,1600,,,,0.3869397258978239,12.857751875201549,7.0580445208133895,15777,0,90.75055972612556,0.004263782927311841,,
98.28430050000063,1700,,,,0.4843644570797213,12.520354005325398,9.803615073457859,17504,0,122.74485115764519,0.003946155497951144,,
101.78315025000059,1800,,,,0.579227399614431,12.125246467042869,12.858458269668143,19141,0,155.9120017019595,0.0037150919575462465,,
105.28500100000062,1900,,,,0.668578368487258,11.678772966198935,16.291279335855833,20513,0,190.26221580103675,0.0035139876299316356,,
108.7847505000007,2000,,,,0.748598765119044,11.189776451106694,19.931240131254306,21685,0,223.02617593878517,0.003356552350643514,,
112.28420100000066,2000,,,,0.7360162369893481,11.113189432109952,19.62605136537464,21449,0,218.1080871023606,0.003374548871329694,,
115.78380125000062,1900,,,,0.6405301415727054,11.449863150795476,15.666474101288742,19842,0,179.37895791179042,0.003570828631402439,,
