Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
70.39815074999964,1000,,,,0.00446716573696406,14.450793015587276,0.03874791361576692,0,0,0.5599382525495493,0,,
73.90095174999963,1000,,,,0.005050001622870553,14.47096321979333,0.04208903191548091,0,0,0.609068924408074,0,,
77.42065024999964,1100,,,,0.02150619798467109,14.465447402433208,0.2781273877229328,3642,0,4.0232253217257545,0.0053554828811276,,
80.94480124999961,1200,,,,0.06829287107130663,14.432785482819927,0.8238033975437048,6731,0,11.889776832123157,0.005744136514251395,,
84.47235124999953,1300,,,,0.14101158104863987,14.353338687353443,1.8127626678834816,9659,0,26.019194552864356,0.005419682907438057,,
87.99570099999961,1400,,,,0.23650288023472701,14.209333777767096,3.477799632831536,12478,0,49.417219052748536,0.004786076129307872,,
91.5198004999996,1500,,,,0.3399945886393503,14.009764143322716,5.533000898221851,14802,0,77.51602800391218,0.004386150680867134,,
95.02220124999974,1600,,,,0.4415379352211245,13.77058637688522,7.893264507279774,16649,0,108.69488008533742,0.004062194674139826,,
98.5451507499997,1700,,,,0.5517994101888455,13.450163033341374,11.048657698264238,18638,0,148.60631455129476,0.003713187844793219,,
102.04690099999974,1800,,,,0.6640262034547106,13.071320865052792,14.550980242063227,20375,0,190.2005127843946,0.003491195967928064,,
105.54645149999969,1900,,,,0.7679857361296168,12.619735601316366,18.48348393770231,21857,0,233.2566673558957,0.003292455463724209,,
109.04770124999962,2000,,,,0.8657945863235387,12.051218148620885,23.16846655732697,23224,0,279.2083258636752,0.0031008929407423057,,
112.56940124999974,2000,,,,0.8482006533565413,11.964962425408299,22.665471802189785,22908,0,271.1915857093503,0.0031276815517483616,,
116.07300124999963,1900,,,,0.7297641178774734,12.373445213967084,17.70278245300617,21286,0,219.04439615463747,0.003331581402022102,,
119.60015099999971,1800,,,,0.6224598516728668,12.723982083477619,13.764240171182802,19769,0,175.1359132836494,0.003554163638054611,,
123.12285124999951,1700,,,,0.5156785459568229,13.04276520506204,10.37232547572501,18102,0,135.28380006714025,0.0038118381271819816,,
126.64910099999972,1600,,,,0.4100947084640887,13.333127600293343,7.43377807411601,16207,0,99.11552300667155,0.004137555087409365,,
130.15050074999942,1500,,,,0.3213748650869091,13.563004891662853,5.261948370175697,14342,0,71.36782303040206,0.004503087104887152,,
133.64850124999967,1400,,,,0.22508877595543755,13.771521277368326,3.3043112593105,12129,0,45.50533979626054,0.004946784720627858,,
137.17570099999958,1300,,,,0.13492036202011698,13.955506357810401,1.744504812697469,9411,0,24.34544448574693,0.005541967329569424,,
140.6975007499995,1200,,,,0.0666539144526038,14.087661342701091,0.7853889194233651,6575,0,11.064293316385356,0.006024409654549525,,
144.2248017499996,1100,,,,0.020982979385333285,14.170540279337317,0.27306529618270897,3551,0,3.8694837031702867,0.0054232173807420595,,
147.74785224999965,1000,,,,0.005120676701924735,14.222918225275057,0.04808078424296096,0,0,0.6838463929701986,0,,
151.29210099999975,1000,,,,0.00501431705333171,14.247031010561955,0.04240071638503101,0,0,0.6040828857534347,0,,
154.8291014999997,1100,,,,0.021134938022495473,14.244267473378452,0.27103788625018443,3572,0,3.8607526329469666,0.0054855741076904226,,
158.34875074999965,1200,,,,0.06747953211066196,14.213793014980222,0.799051629570146,6643,0,11.357555621040028,0.00594161348126958,,
161.8712009999996,1300,,,,0.13685872187069176,14.137794202876611,1.7691099569088533,9538,0,25.0112949514099,0.0054721742597251015,,
165.37090099999975,1400,,,,0.22856633539858545,13.995185015155911,3.3762241839385316,12254,0,47.25089535486826,0.004837532222459906,,
168.87670099999954,1500,,,,0.3322213470793193,13.806447737456875,5.413614419052781,14632,0,74.7427756100122,0.004444867065114486,,
172.4001509999996,1600,,,,0.427411955721028,13.580130810150393,7.708140678760763,16519,0,104.67754947940644,0.004083138077106857,,
175.92075024999963,1700,,,,0.5378080534456909,13.259202238430387,10.769475327780091,18426,0,142.79461076087438,0.0037663188508593043,,
179.42365074999958,1800,,,,0.6417057905033687,12.883700969380351,14.141162910659215,20052,0,182.19049693818476,0.003522180874301172,,
182.9477012499997,1900,,,,0.7426855504429307,12.429354705675838,17.91329505308005,21597,0,222.65069935499122,0.003335654670804933,,
186.44820099999964,2000,,,,0.8334463624002371,11.879106684256488,22.316317778018934,22749,0,265.09794397957586,0.0031439181750156932,,
189.94690124999966,2000,,,,0.8170639046175803,11.80334341986058,21.839203385292983,22699,0,257.77566426471293,0.00316967366860058,,
193.4476509999996,1900,,,,0.7084020004981604,12.179936934617249,17.253189388375453,21202,0,210.1426969226738,0.0033710607758037888,,
196.97140149999967,1800,,,,0.6034670344931647,12.531000532517826,13.377952678696053,19570,0,167.63910983057082,0.0035998037973910173,,
200.5009514999994,1700,,,,0.5004014065313455,12.843793488256305,10.11766031596493,17845,0,129.94913434617956,0.0038507510792824646,,
203.99840149999972,1600,,,,0.39663688431793853,13.136195258580619,7.236922966797259,15970,0,95.0656421702075,0.0041722554416094,,
207.49965149999974,1500,,,,0.31227975857453105,13.35951655575136,5.1392347797075155,14227,0,68.65769937489083,0.004548396260542682,,
211.00490074999965,1400,,,,0.21880373160502567,13.574406026245835,3.248998954542612,11991,0,44.103202270479265,0.004961248348936829,,
214.5005519999997,1300,,,,0.12981212071115528,13.754988168626573,1.6935830068978723,9279,0,23.295201726949777,0.005572830895501728,,
217.9980512499996,1200,,,,0.06412683552380376,13.885231448757043,0.7724871012284,6497,0,10.72616560475927,0.0059789300664426686,,
221.4988012499996,1100,,,,0.020884838608077223,13.972776458644017,0.2738669662733787,3519,0,3.8267117805554207,0.005465086720488879,,
225.00415199999952,1000,,,,0.005138138996732889,14.031161682080901,0.03459883492976533,0,0,0.48545877618155797,0,,
228.54465099999976,1000,,,,0.005332021646032958,14.064192300631765,0.04540776143622316,0,0,0.6386247734626501,0,,
232.0779514999996,1100,,,,0.021354121020648664,14.068070207276525,0.2738898125093621,3528,0,3.853092519070941,0.005545458263072758,,
235.5735017499996,1200,,,,0.06510622637320637,14.037557659019864,0.790203476387858,6573,0,11.09252535346304,0.005869740750428902,,
239.09000099999966,1300,,,,0.13388666377425013,13.962212346236035,1.7361378353678045,9431,0,24.24031960972232,0.005523640299125092,,
242.5897512499997,1400,,,,0.22791087422066408,13.822755917725093,3.3537598109986546,12188,0,46.35820654642637,0.00491641803006404,,
246.0987009999996,1500,,,,0.32674505889088906,13.635311277055763,5.316967012227608,14412,0,72.49850767872596,0.004506946884943086,,
249.61500099999967,1600,,,,0.4213837463413589,13.39927307097074,7.568194019925502,16323,0,101.40833223060179,0.004155332500967375,,
253.1171512499996,1700,,,,0.5267565427888147,13.082324464483941,10.53553886477837,18235,0,137.82931233120482,0.0038218217684467663,,
256.61770049999984,1800,,,,0.6284178155171907,12.701199765972442,13.81440307595292,19878,0,175.45948074009328,0.003581556834231929,,
260.11835049999974,1900,,,,0.7276293045643103,12.25033017695188,17.562514640131,21186,0,215.14656859457287,0.0033820183329550542,,
263.6199007499996,2000,,,,0.8150906961453728,11.733442443995592,21.598776392355212,22330,0,253.42806990971758,0.003216264172719789,,
267.1167004999994,2000,,,,0.7963447805780767,11.661680558663488,21.139050569751216,22377,0,246.5168925355646,0.003230390217867743,,
270.6165012499997,1900,,,,0.6936112080811995,12.010613873316535,16.893346453140687,20926,0,202.89944946950519,0.0034184997972486163,,
274.1416017499997,1800,,,,0.5914516016211422,12.343987997637953,13.194174423396074,19372,0,162.86870785906152,0.0036314675375964263,,
277.64230074999966,1700,,,,0.4895948008874478,12.657201264255422,9.904064011780248,17547,0,125.357733792414,0.003905587068455994,,
281.1451512499997,1600,,,,0.3907750459876538,12.939366892070183,7.116730516763998,15800,0,92.08597888578653,0.004243619599317287,,
284.6667012499997,1500,,,,0.3044096150626613,13.164655663556124,5.055859712258768,13945,0,66.55864040735585,0.004573599291694554,,
288.16665174999963,1400,,,,0.21455519011167273,13.373231061608806,3.232236074172205,11859,0,43.22546563750613,0.004963785552474272,,
291.64505074999965,1300,,,,0.12638512160638996,13.556135900051284,1.656765325223546,9144,0,22.459308470904038,0.0056277617703537185,,
295.1496504999997,1200,,,,0.06159747993714911,13.687003657351507,0.75897019656429,6407,0,10.38803456365077,0.005930653395595087,,
298.64210149999934,1100,,,,0.019428131809424584,13.772923006486156,0.26536620902424907,3453,0,3.654862948880898,0.005318192760293791,,
302.1434007499996,1000,,,,0.004852240164954271,13.833229852974725,0.053301921259020044,0,0,0.7373498515073476,0,,
